SMILES,Reward,Rank
CC(c1noc(C2CNC3CC2C3)n1)c1ccc(F)cc1F,0.9469677209854126,31
CCN(C(=O)C1CNC2CC1C2)c1nc2c(C)cccc2s1,0.9469619393348694,32
CCN(C(=O)C1CC2(CNC2)C1)c1nc2c(C)cccc2s1,0.9469581842422485,33
CC(C)(C)N1CCC1CNC(=O)c1cc2cccnc2cc1F,0.9469203948974609,34
CC(C)c1ncc(C(=O)N2CC(O)CC2c2ccccc2)n1C,0.9469087719917297,35
CC(C)c1ncc(C(=O)N2CC(O)CC2c2ccccc2)n1C,0.9469087719917297,36
N#Cc1ccc(CNC(=O)c2csc3c2CCOC3)cc1F,0.9468775987625122,37
Cc1c(C(=O)N2CCCC2C(C)O)c(-c2ccccc2)cn1C,0.9467915892601013,38
Cc1c(C(=O)N2CCCC2C(C)O)c(-c2ccccc2)cn1C,0.9467915892601013,39
O=C(Cc1cc(O)ccn1)N1CCC(c2cccc(Cl)c2)C1,0.9467654228210449,40
CCC1CC(O)CN1C(=O)c1cc2c(C)cc(OC)cc2o1,0.9467364549636841,41
COc1cc(C)c2cc(C(=O)N3CCCC3C(C)O)oc2c1,0.9467364549636841,42
CCC1CC(O)CN1C(=O)c1cc2c(C)cc(OC)cc2o1,0.9467364549636841,43
CCC1CC(O)CN1C(=O)c1cc2c(C)cc(OC)cc2o1,0.9467364549636841,44
CCN(C(=O)C12CCC(N)C1C2)c1nc2c(C)cccc2s1,0.9466331005096436,45
CNc1cnccc1C(=O)N1CCCC(c2cccs2)C1,0.946609377861023,46
N#Cc1ccc(CNC(=O)c2scnc2Cl)cc1F,0.9465929269790649,47
N#Cc1ccc(CNC(=O)c2scnc2Cl)cc1F,0.9465929269790649,48
N#Cc1ccc(CNC(=O)c2scnc2Cl)cc1F,0.9465929269790649,49
COc1cc(N2CC(F)CC2C(C)(C)O)nc2ccsc12,0.9464582204818726,50
Cc1c(F)ccc(C(=O)NCc2ccc(C#N)c(F)c2)c1C#N,0.9464326500892639,51
Cc1c(F)ccc(C(=O)NCc2ccc(C#N)c(F)c2)c1C#N,0.9464326500892639,52
Cc1c(F)ccc(C(=O)NCc2ccc(C#N)c(F)c2)c1C#N,0.9464326500892639,53
Cc1c(F)ccc(C(=O)NCc2ccc(C#N)c(F)c2)c1C#N,0.9464326500892639,54
CCC1CC(O)CN1C(=O)c1nc(-c2ccccc2)sc1C,0.9464303851127625,55
CCC1CC(O)CN1C(=O)c1nc(-c2ccccc2)sc1C,0.9464303851127625,56
CC(C)(O)C1CCN(C(=O)Cc2ccc3cccnc3c2)C1,0.9464095830917358,57
CC(C)(O)C1CCN(C(=O)Cc2ccc3cccnc3c2)C1,0.9464095830917358,58
CC(C)(O)C1CC(F)CN1C(=O)Cc1ccc2cccnc2c1,0.9463447332382202,59
Cc1ccccc1C1C2CN(C(=O)Cc3cccc(O)c3)CC21,0.9462752938270569,60
Cc1cc(C(=O)N2CCC(O)C2Cc2ccccc2)ccc1F,0.9462568163871765,61
Cc1cc(-c2cn(CC3CNCCC3(C)C)nn2)sc1C,0.9462167620658875,62
N#Cc1cccc(-c2ccc(C(=O)N3CCC4CC43CO)cc2)c1,0.9462164044380188,63
N#Cc1cccc(-c2ccc(C(=O)N3CCC4CC43CO)cc2)c1,0.9462164044380188,64
Cc1cccc(C2(C(=O)Nc3cncc(C#N)c3)CC2(F)F)c1,0.9461788535118103,65
Cc1ccc(CC#N)c(C(=O)NC2CCCc3ncccc32)c1,0.9461681842803955,66
CC1CC(CO)N1C(=O)c1ccc(-c2ccc(F)cc2)s1,0.9460980892181396,67
CC1CC(CO)N1C(=O)c1ccc(-c2ccc(F)cc2)s1,0.9460980892181396,68
Cc1cc(-c2cn(CC3(N)CCCOCC3)nn2)sc1C,0.9460220336914062,69
COc1cc(N2CCC(C)(C)C(CO)C2)nc2ccsc12,0.945986807346344,70
COc1cc(N2CCC(C)(C)C(CO)C2)nc2ccsc12,0.945986807346344,71
Cc1cc(F)c(C#N)nc1N1CCCC1C(O)c1ccccc1,0.9459637999534607,72
CNc1cnccc1C(=O)N1CCCCC1c1ccccn1,0.9458935856819153,73
N#Cc1ccc(CNC(=O)c2cncc3c2CCC3)cc1F,0.9458356499671936,74
N#Cc1ccc(CNC(=O)c2cncc3c2CCC3)cc1F,0.9458356499671936,75
Cc1occ(-c2ccccc2)c1C(=O)N1C(C(=O)O)CC2CC21,0.945797324180603,76
CCC(C#N)NC(=O)c1ccnc2ccc(Br)cc12,0.9457918405532837,77
CC1(C)CCN(C(=O)c2cnc(-c3ccccc3)o2)CC1CO,0.9457831978797913,78
O=C(c1cccc(-c2ccccc2)c1)N1CC(CO)C2(CC2)C1,0.9457665681838989,79
OCC=Cn1cc(-c2ccc(Br)c(F)c2)nn1,0.9457430243492126,80
COc1ccc(C(=O)Nc2cc(F)cc(C)n2)c(F)c1C#N,0.9457387924194336,81
Cc1c(F)ccc(C(=O)NCc2ncc(Cl)n2C)c1C#N,0.9457272291183472,82
CN(Cc1ccc2ccccc2n1)C(=O)C1(C)CC(F)(F)CN1,0.9456430673599243,83
COc1ccccc1C1CN(C(=O)c2nc(O)sc2C)C1,0.9455944895744324,84
CC1C(c2ccccc2)CCN1C(=O)C(N)c1cccc(F)c1,0.9455797076225281,85
Cc1ccncc1C1CC1C(=O)N1CC(O)CC1c1ccccc1,0.9452255964279175,86
N#Cc1cncc(NC(=O)C2(c3ccccc3Cl)CC2)c1,0.9452069997787476,87
N#Cc1cncc(NC(=O)C2(c3ccccc3Cl)CC2)c1,0.9452069997787476,88
N#Cc1cncc(NC(=O)C2(c3ccccc3Cl)CC2)c1,0.9452069997787476,89
N#Cc1cncc(NC(=O)C(F)c2ccc(F)c(F)c2)c1,0.9451995491981506,90
CN(Cc1ccc2cnccc2c1)C(=O)C12CCC(N)C1C2,0.9450878500938416,91
COc1ccc(C(=O)Nc2cncc(C)c2C)c(F)c1C#N,0.9450744390487671,92
COc1ccc(C(=O)Nc2cncc(C)c2C)c(F)c1C#N,0.9450744390487671,93
COc1ccc(C(=O)Nc2cncc(C)c2C)c(F)c1C#N,0.9450744390487671,94
Cc1ccc2c(c1)CC(NC(=O)c1cc(C)ccc1CC#N)CO2,0.9450001120567322,95
N#Cc1ccc(CNC(=O)C23CC(C2)Oc2ccccc23)cc1F,0.9449945092201233,96
COc1cc(C)c2cc(C(=O)N3CCC4CC43CO)oc2c1,0.9449594020843506,97
O=C(c1cccc(-c2ccccc2)c1)N1CCC2CC21CO,0.9449231028556824,98
O=C(C1CC(n2ccnc2)C1)N1CC(O)CC1c1ccccc1,0.9448818564414978,99
COc1ccc(C(=O)NC2CCc3ccncc32)c(F)c1C#N,0.9448345303535461,100
COc1ccc(C(=O)NC2CCc3ccncc32)c(F)c1C#N,0.9448345303535461,101
COc1cc(N2CCC(C(C)(C)O)C2)nc2ccsc12,0.9445844888687134,102
CC1CC(CO)N1C(=O)c1csc(-c2ccccc2Cl)n1,0.9445658922195435,103
Cc1cnccc1C(=O)N1CCC(O)C1Cc1ccccc1,0.9445357322692871,104
COc1cc(C)c(C(=O)Nc2cncc(C#N)c2)cc1Cl,0.9444795250892639,105
Cc1nc2cc(CC(=O)N3CCC(C(C)(C)O)C3)ccc2o1,0.9444650411605835,106
Cc1nc2cc(CC(=O)N3CCC(C(C)(C)O)C3)ccc2o1,0.9444650411605835,107
CC(C(=O)O)C1CCCN(C(=O)c2cc3ncccc3s2)C1,0.9444295167922974,108
Cc1ccc2cc(C(=O)N3CSCC3CC(=O)O)cn2c1,0.9443964958190918,109
CC(c1noc(C2CC3CC3N2)n1)c1ccc(F)cc1F,0.944372296333313,110
CC1CC(CO)N1C(=O)c1cn(C)nc1-c1ccc(Cl)cc1,0.9443562626838684,111
Cc1ccc(CC2(O)CCN(C(=O)c3ccncc3C)CC2)cc1,0.9443252682685852,112
CC(O)C1CCCN1C(=O)c1ccc(-c2cccc(C#N)c2)cc1,0.9442084431648254,113
CCC1CC(O)CN1C(=O)c1ccc(-c2cccc(C#N)c2)cc1,0.9442084431648254,114
CC(O)C1CCCN1C(=O)c1ccc(-c2cccc(C#N)c2)cc1,0.9442084431648254,115
CC(O)C1CCCN1C(=O)c1ccc(-c2cccc(C#N)c2)cc1,0.9442084431648254,116
Cc1ccncc1C1CC1C(=O)NCc1ccc(C#N)c(F)c1,0.9441473484039307,117
CN(C(=O)c1ncnc2sccc12)C1(CO)CC2(CCC2)C1,0.9441302418708801,118
O=C(O)C1CN(C(=O)c2cccc(-c3ccccc3)c2)CCO1,0.9441220164299011,119
O=C(c1ccnnc1Cl)N1CCCC1C(O)c1ccccc1,0.9440807700157166,120
Cc1c(C(=O)N2C(C(=O)O)CC3CC32)c(-c2ccccc2)cn1C,0.9440131187438965,121
Cc1ccc(CC#N)c(C(=O)NCC2Cc3ccncc3C2)c1,0.9439286589622498,122
Cc1c(F)ccc(C(=O)N(C)c2ccc(CCO)cc2)c1C#N,0.9438976049423218,123
CN(Cc1ccc2cnccc2c1)C(=O)C1CNC2CC1C2,0.9438837170600891,124
CN(Cc1ccc2cnccc2c1)C(=O)C1CNC2CC1C2,0.9438837170600891,125
N#Cc1ccc(CNC(=O)c2cnc3c(c2)CCCO3)cc1F,0.943862795829773,126
Cc1cc(-c2cn(CC3CNCC34CC4)nn2)sc1C,0.9438621401786804,127
CNc1cnccc1C(=O)N(C)c1ncccc1Br,0.9438361525535583,128
Cc1ccc(-c2nc(CC3CCOC3C)no2)c2c1CNCC2,0.943764328956604,129
CN(CCc1ccc(O)cc1)C(=O)c1scnc1Cl,0.9437105059623718,130
Cc1nc(CNC(=O)C(C)(C)c2cccc(C#N)c2)ccc1F,0.9436678290367126,131
Cc1cc(C#N)cc(C)c1CC(=O)NC1CCCc2ncccc21,0.9436379075050354,132
COCC1c2ccccc2CN1C(=O)Cc1cccc(O)c1,0.9436273574829102,133
COc1ccc2c(N3CCC(C)(C)C(CO)C3)nc(C)nc2c1,0.9436065554618835,134
CC1Cc2c(cccc2C(=O)NCc2ccc(C#N)c(F)c2)CO1,0.9435352683067322,135
CNc1cnccc1C(=O)N1CC(C)(Cc2ccccc2C)C1,0.9434992671012878,136
O=C(CN1CCc2ccccc21)N1CC(O)CC1c1ccccc1,0.9434765577316284,137
O=C(CN1CCc2ccccc21)N1CC(O)CC1c1ccccc1,0.9434765577316284,138
Cc1c(C(=O)N2CC(CO)C3(CC3)C2)c(-c2ccccc2)cn1C,0.9434740543365479,139
Cc1c(C(=O)N2CC(CO)C3(CC3)C2)c(-c2ccccc2)cn1C,0.9434740543365479,140
Cc1c(C(=O)N2CC(CO)C3(CC3)C2)c(-c2ccccc2)cn1C,0.9434740543365479,141
CCC(C#N)NC(=O)c1cnc(-c2c(F)cccc2F)s1,0.9434662461280823,142
O=C(c1ccc(-c2ccncc2)c(F)c1)N1CC(CO)C2(CC2)C1,0.9434586763381958,143
Cc1cccc2ccc(N3CCN(CC(=O)O)CC3(C)C)nc12,0.9434522986412048,144
Cc1cccc2ccc(N3CCN(CC(=O)O)CC3(C)C)nc12,0.9434522986412048,145
FC(F)(F)c1ncccc1Cc1noc(C2CC3CC3N2)n1,0.9434337615966797,146
FC(F)(F)c1ncccc1Cc1noc(C2CC3CC3N2)n1,0.9434337615966797,147
COc1cnc(N2C(C(=O)O)CC3CCCC32)c2ccccc12,0.9434234499931335,148
COc1cnc(N2C(C(=O)O)CC3CCCC32)c2ccccc12,0.9434234499931335,149
CCC1CC(O)CN1C(=O)Cc1ccc(-c2nccs2)cc1,0.9434059262275696,150
Cc1ccc(CC#N)c(C(=O)Nc2nccc(F)c2Cl)c1,0.943400502204895,151
COc1ccc(C(=O)Nc2cc(C#N)ccc2C)c(F)c1C#N,0.9433503150939941,152
COc1ccc(C(=O)Nc2cc(C#N)ccc2C)c(F)c1C#N,0.9433503150939941,153
COc1ccc(C(=O)Nc2cc(C#N)ccc2C)c(F)c1C#N,0.9433503150939941,154
CC(C)(O)C1CCN(C(=O)c2cccn2Cc2ccccc2)C1,0.9433470368385315,155
CC1CC(CO)N1C(=O)c1csnc1-c1ccccc1,0.9433166980743408,156
N#Cc1ccc(CNC(=O)c2ccnn2C2CCCC2)cc1F,0.9432626962661743,157
CC1CC(Cn2cc(-c3ccc(Br)c(F)c3)nn2)N1,0.9432505369186401,158
COc1cc(N2CC(CO)C3(CC3)C2)nc2ccsc12,0.9432324767112732,159
COc1cnc(N2CC3(CC(C(=O)O)C3)C2)c2ccccc12,0.9431986808776855,160
CCC1CC(O)CN1C(=O)C(C)n1ccnc1-c1ccccc1,0.9431935548782349,161
CC(O)C1CCCN1C(=O)C(C)n1ccnc1-c1ccccc1,0.9431935548782349,162
CCC1CC(O)CN1C(=O)C(C)n1ccnc1-c1ccccc1,0.9431935548782349,163
CC1C(c2ccccc2)CCN1C(=O)Cc1cccc(O)c1,0.9431744813919067,164
N#Cc1ccc(CNC(=O)CN2CCc3ccccc32)cc1F,0.9431672096252441,165
N#Cc1ccc(CNC(=O)CN2CCc3ccccc32)cc1F,0.9431672096252441,166
N#Cc1ccc(CNC(=O)CN2CCc3ccccc32)cc1F,0.9431672096252441,167
Cc1cccc(C(=O)N2CC(C(=O)O)C(c3ccccc3C)C2)c1,0.943148672580719,168
CCc1cc(F)c(C(=O)Nc2cncc(C#N)c2)cc1F,0.943134605884552,169
CC(C1Cc2ccccc21)N(C)C(=O)c1noc2c1CNCC2,0.9431313872337341,170
Cc1ccc(C#N)cc1NC(=O)C1CC1c1cnccc1C,0.9430637359619141,171
N#Cc1cncc(NC(=O)C2CCCC2c2ccncc2)c1,0.9430508017539978,172
CNc1cnccc1C(=O)N(C)C(C)C1Cc2ccccc21,0.9430211186408997,173
CNc1cnccc1C(=O)N(C)C(C)C1Cc2ccccc21,0.9430211186408997,174
Cc1cc(Br)cc(CC(=O)Nc2ncc(C#N)o2)c1,0.9429723620414734,175
Cc1cc(C#N)cc(C)c1CC(=O)NCC1Cc2ccccc21,0.9429435133934021,176
O=C(c1cnc(-c2ccccc2)o1)N1CC(CO)C2(CC2)C1,0.9429423213005066,177
O=C(c1cnc(-c2ccccc2)o1)N1CC(CO)C2(CC2)C1,0.9429423213005066,178
Cc1ccc(CC#N)c(C(=O)NCc2ccc(C#N)c(F)c2)c1,0.9429282546043396,179
Cc1ccc(CC#N)c(C(=O)NCc2ccc(C#N)c(F)c2)c1,0.9429282546043396,180
CC(Nc1cc(Br)c2nn(C)cc2n1)C(C)(C)C#N,0.9428951144218445,181
Cc1nc2cc(CC(=O)N3CC(F)CC3C(C)(C)O)ccc2o1,0.9427998661994934,182
Cc1ccc(CC#N)c(C(=O)NC(C)c2ncccc2F)c1,0.9427228569984436,183
CC(C(=O)O)C1CCCN(C(=O)c2ccc3sccc3c2)C1,0.9427092671394348,184
Cc1cc(Br)cnc1-c1noc(C(N)C2CC2)n1,0.9426722526550293,185
CC(C)c1ncc(C(=O)NCc2ccc(C#N)c(F)c2)n1C,0.9426507949829102,186
CC(C)(C(=O)Nc1ncc(C#N)s1)c1cccc(C#N)c1,0.9426151514053345,187
CC(C(=O)O)C1CCCN(c2ccnc3ccsc23)C1,0.9426066279411316,188
CC(C(=O)O)C1CCCN(c2ccnc3ccsc23)C1,0.9426066279411316,189
CC(C(=O)O)C1CCCN(c2ccnc3ccsc23)C1,0.9426066279411316,190
CCOc1ccc2nc(N3CC(CO)C4(CC4)C3)ccc2c1,0.9425503611564636,191
Cc1cc(C#N)cc(C)c1CC(=O)Nc1ncc(C#N)s1,0.9424877166748047,192
Cc1cnccc1C(=O)N1CCC(c2ccc(F)cc2)C(CO)C1,0.9424862265586853,193
COc1cc(-c2cnnn2CC2CC(C)N2)c(F)cc1Cl,0.9424697160720825,194
Cc1nc(C(C)C)cc(N2CCC(O)C2Cc2ccccc2)n1,0.9424548149108887,195
Cc1ccccc1C1CN(c2nc(C#N)c(F)cc2C)CC1CO,0.9424477815628052,196
Cc1cc(F)ccc1Cc1noc(C2CC3(CNC3)C2)n1,0.9423895478248596,197
CC(N)C(C)(C)c1noc(C23CC(C2)Oc2ccccc23)n1,0.9423876404762268,198
O=C1CC(c2ccc(-c3noc(C4CC5CC5N4)n3)cc2)C1,0.9423657059669495,199
CN(Cc1ccc2cnccc2c1)C(=O)CC12CC(N)(C1)C2,0.9423245787620544,200
CN(Cc1ccc2ccccc2n1)C(=O)CC12CC(N)(C1)C2,0.9423245787620544,201
Cc1sc(-c2ccccc2)nc1C(=O)N1CC(CO)C2(CC2)C1,0.9422950744628906,202
Cc1nc(-c2ccccc2)sc1C(=O)N1CC(CO)C2(CC2)C1,0.9422950744628906,203
Cc1cc(F)c(C#N)nc1N1CCC(c2ccccc2)C(CO)C1,0.9422470331192017,204
O=C(O)C1CN(C(=O)Cc2ccc3cccnc3c2)C2CC1C2,0.9422361850738525,205
O=C(O)C1CN(C(=O)Cc2ccc3cccnc3c2)C2CC1C2,0.9422361850738525,206
CC(NC(=O)c1cc2cccnc2cc1F)C(C)(C)C#N,0.9421971440315247,207
CC(NC(=O)c1cnc2ccc(F)cc2c1)C(C)(C)C#N,0.9421971440315247,208
Cc1ccncc1C(C)NC(=O)Cc1c(C)cc(C#N)cc1C,0.9421736598014832,209
Cc1ccncc1C(C)NC(=O)Cc1c(C)cc(C#N)cc1C,0.9421736598014832,210
Cc1nc(C)c(-c2cn(C3CCC(N)(C4CC4)CC3)nn2)o1,0.9421653747558594,211
N#CC(c1noc(C2CC3CC3N2)n1)c1ccc(F)cc1F,0.9421565532684326,212
N#CC(c1noc(C2CC3CC3N2)n1)c1ccc(F)cc1F,0.9421565532684326,213
COc1cnc(N2CCC(C(C)(C)O)C2)c2ccccc12,0.9421506524085999,214
COc1cnc(N2CCC(C(C)(C)O)C2)c2ccccc12,0.9421506524085999,215
NC(CC(=O)N1CC(n2cnc3ccccc32)C1)C1CCCC1,0.9421234726905823,216
Cc1ncsc1-c1noc(C2CCNCC2C(C)C)n1,0.9421026110649109,217
Cc1c(C#N)c2ncc(C(=O)NC(C)C(C)(C)C#N)cn2c1C,0.9420545101165771,218
Cc1c(C#N)c2ncc(C(=O)NC(C)C(C)(C)C#N)cn2c1C,0.9420545101165771,219
O=C(O)C1CC2CCCC2N1C(=O)Cc1ccc2cccnc2c1,0.9420202970504761,220
O=C(O)C1CC2CCCC2N1C(=O)Cc1ccc2cccnc2c1,0.9420202970504761,221
O=C(O)C1CN(c2ccn3nccc3n2)CC1C1CCCCC1,0.9420120716094971,222
Cc1cccc2c(C(=O)N3CSCC3CC(=O)O)ccnc12,0.9420041441917419,223
N#Cc1cncc(NC(=O)C2CC3CC2(c2ccc(F)cc2)C3)c1,0.9419980049133301,224
CCN(C(=O)C1CCCCC1O)c1nc2c(C)cccc2s1,0.9419901967048645,225
CC(O)C1CCCN1C(=O)Cn1c(C2CC2)nc2ccccc21,0.9419312477111816,226
COc1ccc(-c2cn(CC34CC3CCN4)nn2)c(Cl)c1,0.9419295191764832,227
Cc1nc(N(C)C2(CO)CC3(CCC3)C2)c2c(C)csc2n1,0.9419090151786804,228
COc1cc(N2C(C(=O)O)CC3CCCC32)nc2ccsc12,0.9417574405670166,229
COc1cc(N2C(C(=O)O)CC3CCCC32)nc2ccsc12,0.9417574405670166,230
Cc1cc(NC(=O)c2ccsc2Cl)n(CCC#N)n1,0.9417453408241272,231
Cc1c(F)ccc(C(=O)Nc2cc(C3CC3)sn2)c1C#N,0.941736102104187,232
O=C(C1CC(O)C1)N1CCN(Cc2ccc3ccccc3c2)CC1,0.9417014122009277,233
CNc1cnccc1C(=O)N1Cc2ccccc2C1COC,0.9416602253913879,234
O=C(O)C1CC2CC2N1C(=O)c1cccn1Cc1ccccc1,0.9416593313217163,235
Cc1ncsc1-c1noc(C2(CO)CCC(C)CC2)n1,0.9416355490684509,236
N#Cc1cc(N2CCCC2C(O)c2ccccc2)cc(C#N)n1,0.941616415977478,237
N#Cc1cc(N2CCCC2C(O)c2ccccc2)cc(C#N)n1,0.941616415977478,238
Cc1ccc(CC#N)c(C(=O)NC2(c3ccncc3)CC2)c1,0.9415837526321411,239
Cc1c(C(=O)N2CCC(c3ccccc3)C2C)ccnc1C(=O)O,0.9415542483329773,240
COc1ccc(C(=O)NC(C)c2cnccc2C)c(F)c1C#N,0.9414637088775635,241
Cn1cc(C(=O)N2CCC(C)(C)C(CO)C2)c(-c2ccco2)n1,0.9414534568786621,242
Cc1ccc(CC#N)c(C(=O)N2CCC(c3nnc[nH]3)CC2)c1,0.9414485692977905,243
Cc1c(C(=O)N2CC=C(c3ccc(F)cc3)C2)ccnc1C(=O)O,0.941373348236084,244
N#CC(c1noc(C2CC3(CNC3)C2)n1)c1ccc(F)cc1F,0.941299557685852,245
Cc1ccc(CC#N)c(C(=O)NC2CCc3c(F)cccc32)c1,0.9412938356399536,246
Cc1ccc(CC#N)c(C(=O)NC2CCc3c(F)cccc32)c1,0.9412938356399536,247
Cc1ccc(CC#N)c(C(=O)NC2CCc3c(F)cccc32)c1,0.9412938356399536,248
N#CC(c1noc(C2CNC3CC2C3)n1)c1ccc(F)cc1F,0.9412913918495178,249
N#CC(c1noc(C2CNC3CC2C3)n1)c1ccc(F)cc1F,0.9412913918495178,250
CC(C1Cc2ccccc21)N(C)C(=O)Cc1cccc(O)c1,0.9411926865577698,251
N#Cc1cnc(NC(=O)C2(c3ccccc3Cl)CC2)o1,0.9411799907684326,252
COc1ccc(C(=O)NC2(c3ccncc3)CC2)c(F)c1C#N,0.9411777257919312,253
Cc1ncc(C(=O)NCc2ccc(C#N)c(F)c2)c(C2CC2)n1,0.9411713480949402,254
Cc1ncc(C(=O)NCc2ccc(C#N)c(F)c2)c(C2CC2)n1,0.9411713480949402,255
Cc1cc(C#N)cc(C)c1CC(=O)Nc1nccc(F)c1Cl,0.9411614537239075,256
CCCC1(CO)CCN(C(=O)c2ncnc3sccc23)C1,0.9411152005195618,257
Cc1c(C(=O)N2CCC(C(C)(C)O)C2)c(-c2ccccc2)cn1C,0.9410308599472046,258
O=C(c1conc1C1CC1)N1CCC(O)C1Cc1ccccc1,0.9409962296485901,259
O=C(c1conc1C1CC1)N1CCC(O)C1Cc1ccccc1,0.9409962296485901,260
O=C(O)C1CC2CC2N1C(=O)c1ccc(-c2ccncc2)c(F)c1,0.940958559513092,261
CC(C)(C(=O)NC1CCc2ccccc21)c1cccc(C#N)c1,0.9409124851226807,262
COc1ccc2c(N3CC(CO)C4(CC4)C3)nc(C)nc2c1,0.940882682800293,263
CC(C)(O)C1CCN(C(=O)c2cccc(Cn3cccn3)c2)C1,0.9408664703369141,264
Cc1cccc2ccc(N3CSCC3CC(=O)O)nc12,0.9408519268035889,265
O=C(Cn1c(C2CC2)nc2ccccc21)N1CCC2CNCCC21,0.9408040642738342,266
COc1ccc(C(=O)NC(C)c2cccc(F)c2)c(F)c1C#N,0.9407926201820374,267
COc1cc(C)c2cc(C(=O)N3C(C(=O)O)CC4CC43)oc2c1,0.9407215118408203,268
COc1cc(C)c2cc(C(=O)N3C(C(=O)O)CC4CC43)oc2c1,0.9407215118408203,269
CC(C)(C(=O)Nc1cncc(C#N)c1)c1cccc(C#N)c1,0.940682053565979,270
CC(C)(C(=O)Nc1cncc(C#N)c1)c1cccc(C#N)c1,0.940682053565979,271
CC(C)(C(=O)Nc1cncc(C#N)c1)c1cccc(C#N)c1,0.940682053565979,272
NC12CC(CC(=O)N3CCCCC3c3nc4ccccc4o3)(C1)C2,0.9406597018241882,273
CCc1c(C(=O)Nc2cc(C#N)ccc2C)cnn1C(C)(C)C,0.9406286478042603,274
CCc1c(C(=O)Nc2cc(C#N)ccc2C)cnn1C(C)(C)C,0.9406286478042603,275
CN(C(=O)Cc1ccc2cccnc2c1)C1(CO)CC2(CCC2)C1,0.9406235218048096,276
Cc1occ(-c2ccccc2)c1C(=O)N1CC2(CC(C(=O)O)C2)C1,0.94058758020401,277
Cc1nn(C)c(F)c1C(=O)N1CCCC(Cc2ccc(O)cc2)C1,0.940584123134613,278
COc1ccc(C(=O)NC2CCc3c(F)cccc32)c(F)c1C#N,0.9405171871185303,279
Cc1nc(N2CCCC(C(C)C(=O)O)C2)c2c(C)csc2n1,0.940462589263916,280
Cc1cc(C#N)cc(C)c1CC(=O)Nc1cncc(C#N)c1,0.9404451251029968,281
Cc1ccc(C#N)cc1NC(=O)c1cnc(C(C)C)n1C,0.9403695464134216,282
Cc1c(C(=O)N2CCCCC2c2cccn2C)ccnc1C(=O)O,0.9403665661811829,283
Cc1sc(-c2ccccc2)nc1C(=O)N1C(C(=O)O)CC2CC21,0.940360963344574,284
N#Cc1ccc(CNC(=O)CC2COc3ccccc3C2)cc1F,0.9403443932533264,285
COc1ccnc(C(=O)Nc2cc(C#N)ccc2C)c1F,0.940319299697876,286
Cc1nc(C)c(-c2cn(CC3CC4CCC(C3)C4N)nn2)o1,0.9403062462806702,287
